"id","female","age","cohort","race","latinx","ethnic","educate","childs","marital","sei","occprest","attend","relig","fund","owngun","legalmarij","cappunish","partyaff","polviews","spanking","lifesatis","volunteer","confidence","civliberty","watchtv","pincome","fincome"
716,"male",39,1979,"White","no","White",18,4,1,77.7,59,3,2,"moderate","no","no","no",6,5,NA,75.89,2,6,9,NA,240,130
717,"male",19,1999,"other","no","Other",13,0,4,36.68,39,7,1,"moderate","no","yes","no",2,3,NA,76.74,5,5,11,NA,0,120
718,"male",45,1973,"White","no","White",18,1,1,81.6,63,2,2,"moderate","no","yes","no",4,4,2,80.33,2,3,0,2,230,130
719,"female",47,1971,"White","no","White",18,1,1,68.6,53,1,1,"moderate","no",NA,"no",1,2,3,NA,1,0,12,1,240,130
720,"male",46,1972,"White","no","White",18,2,1,82.5,64,3,1,"liberal","no",NA,"yes",2,4,3,NA,1,4,11,1,210,120
721,"female",19,1999,"White","no","White",11,0,4,21.8,35,1,6,"liberal","yes","yes","yes",6,4,NA,77.51,1,5,11,NA,20,120
722,"female",48,1970,"AfricanAmerican","no","AfricanAmerican",16,2,3,68.6,50,4,1,"fundamentalist","no","no","no",2,4,2,72.54,3,0,0,3,250,120
723,"female",38,1980,"White","no","White",15,3,1,43,38,5,2,"moderate","no","yes","no",3,4,NA,81.83,3,0,12,NA,0,110
724,"male",24,1994,"AfricanAmerican","no","AfricanAmerican",16,0,4,38.59,39,2,1,"moderate","yes","yes","no",4,1,NA,58.53,1,1,8,NA,150,120
725,"female",54,1964,"AfricanAmerican","no","AfricanAmerican",12,1,4,27,38,0,2,"moderate","no",NA,"no",1,7,1,NA,1,1,12,7,0,70
726,"male",50,1968,"AfricanAmerican","no","AfricanAmerican",15,3,2,46,49,7,4,"none","no","yes","yes",1,4,1,NA,1,7,0,0,130,110
727,"male",48,1970,"AfricanAmerican","no","AfricanAmerican",13,2,3,32,35,0,6,"liberal","no","no","no",2,3,2,68.82,2,1,0,1,190,120
728,"male",25,1993,"AfricanAmerican","no","AfricanAmerican",14,0,4,19.6,31,0,1,"fundamentalist","yes",NA,"no",2,1,2,NA,1,0,11,4,50,110
729,"male",59,1959,"AfricanAmerican","no","AfricanAmerican",12,3,3,25.7,32,0,6,"liberal","no","yes","yes",3,7,NA,78.85,1,4,4,NA,190,120
730,"male",25,1993,"AfricanAmerican","yes","Latinx",12,0,4,32,35,0,6,"liberal","no","yes","yes",4,4,3,73.95,1,0,0,2,0,120
731,"female",28,1990,"AfricanAmerican","no","AfricanAmerican",14,1,1,35.8,32,8,1,"moderate","no",NA,"yes",2,4,1,NA,1,2,5,1,160,120
732,"female",40,1978,"AfricanAmerican","no","AfricanAmerican",13,2,4,49.2,52,5,1,"fundamentalist","no","yes","yes",1,6,NA,69.74,3,1,3,NA,90,100
733,"female",73,1945,"White","no","White",18,3,1,84.2,64,2,6,"liberal","no","yes","yes",1,2,3,NA,1,1,0,3,0,120
734,"male",50,1968,"White","no","White",10,2,1,24.1,32,2,1,"fundamentalist","yes",NA,"yes",5,4,2,NA,1,0,11,4,210,120
735,"female",20,1998,"White","no","White",16,0,4,65.3,60,0,2,"moderate","yes",NA,"no",2,3,2,NA,1,1,7,2,70,120
736,"male",43,1975,"White","no","White",14,2,1,58.4,45,4,2,"moderate","yes","yes","yes",3,4,NA,80.14,2,2,6,NA,200,120
737,"female",68,1950,"White","no","White",16,0,1,61.5,38,5,1,"liberal","yes","no","no",7,6,NA,69.42,5,2,12,NA,0,120
738,"male",18,2000,"White","no","White",12,0,4,68.6,50,6,2,"moderate","yes","no","yes",6,4,NA,79.3,4,7,5,NA,20,120
739,"female",54,1964,"AfricanAmerican","no","AfricanAmerican",14,4,1,37.6,31,2,1,"fundamentalist","no","yes","no",1,2,NA,82.03,2,5,12,NA,0,110
740,"female",71,1947,"White","no","White",17,1,3,57.4,50,0,6,"liberal","no","no","no",4,4,2,NA,1,1,0,1,140,110
741,"female",28,1990,"White","no","White",12,0,1,57.8,47,0,6,"liberal","no","yes","no",3,4,NA,78.13,1,1,6,NA,150,120
742,"male",46,1972,"AfricanAmerican","no","AfricanAmerican",16,0,4,59.1,38,0,1,"fundamentalist","yes","yes","yes",1,4,NA,78.31,3,1,4,NA,190,120
743,"male",47,1971,"White","no","White",10,4,1,84,73,1,1,"fundamentalist","no","yes","yes",4,4,2,NA,1,4,0,4,130,120
744,"female",65,1953,"White","no","White",12,0,2,38.3,45,3,2,"moderate","yes",NA,"no",5,4,NA,NA,1,2,8,3,180,120
745,"male",18,2000,"White","no","White",12,0,4,23.8,25,1,2,"moderate","no","no","yes",6,4,NA,71.25,1,5,8,NA,0,120
746,"female",57,1961,"AfricanAmerican","no","AfricanAmerican",14,3,1,22.9,28,5,1,"fundamentalist","yes",NA,"no",1,2,1,NA,1,3,9,4,180,120
747,"female",65,1953,"White","no","White",16,1,2,19.6,31,3,1,"fundamentalist","no","yes","yes",1,2,2,67.95,5,2,0,7,50,100
748,"female",25,1993,"AfricanAmerican","no","AfricanAmerican",12,1,4,24.1,30,2,1,"fundamentalist","no","no","no",2,4,NA,75.58,1,4,2,NA,110,100
749,"male",30,1988,"AfricanAmerican","no","AfricanAmerican",12,0,4,32,35,1,6,"liberal","no","no","no",1,5,NA,80.21,1,1,0,NA,190,120
750,"female",37,1981,"AfricanAmerican","no","AfricanAmerican",13,2,4,37.6,31,2,6,"liberal","no",NA,"no",1,4,2,NA,1,2,8,4,0,120
751,"female",68,1950,"White","no","White",12,2,1,41.8,40,7,1,"fundamentalist","yes","yes","no",3,4,NA,83.34,3,3,4,NA,0,120
752,"male",47,1971,"White","no","White",15,3,3,65.2,60,0,6,"liberal","no","yes","no",1,1,3,80.51,2,6,0,0,230,120
753,"male",61,1957,"White","no","White",10,0,4,25.2,28,0,1,"fundamentalist","no","yes","yes",3,6,3,NA,1,6,0,8,0,90
754,"male",23,1995,"other","yes","Latinx",12,0,4,23.8,25,5,1,"fundamentalist","no","yes","yes",2,4,NA,67.03,3,3,10,NA,140,120
755,"male",27,1991,"White","no","White",18,0,4,77.7,59,0,6,"liberal","no",NA,"yes",4,4,3,NA,1,0,11,2,160,120
756,"male",19,1999,"White","no","White",11,0,4,25,35,0,5,"none","yes","yes","yes",4,5,NA,69.99,3,0,9,NA,0,120
757,"male",54,1964,"White","no","White",20,0,1,50,47,7,1,"liberal","no",NA,"no",1,1,3,NA,1,4,12,0,210,120
758,"female",34,1984,"White","no","White",16,0,1,65.6,52,0,6,"liberal","no","yes","no",1,2,NA,90.55,2,2,10,NA,50,120
759,"female",89,1929,"White","no","White",18,3,2,80.9,61,7,1,"moderate","no",NA,"yes",1,3,3,NA,1,4,11,4,0,120
760,"male",34,1984,"other","yes","Latinx",14,1,1,79.3,63,5,2,"moderate","no",NA,"no",2,4,3,NA,1,0,12,4,180,120
761,"male",64,1954,"White","no","White",16,6,1,59.1,53,7,2,"moderate","no","no","yes",7,6,3,78.8,5,5,0,1,0,110
762,"female",36,1982,"White","no","White",16,2,1,79.3,63,0,6,"liberal","no",NA,"no",3,4,4,NA,1,5,8,1,220,120
763,"female",42,1976,"White","no","White",16,3,3,59.1,38,0,6,"liberal","no","yes","yes",4,4,2,NA,1,1,0,2,190,120
764,"female",44,1974,"other","no","Other",16,0,1,61.4,46,1,6,"liberal","no","no","yes",4,4,NA,67.53,1,1,12,NA,30,110
765,"male",44,1974,"White","no","White",15,2,2,28.5,26,2,2,"moderate","yes",NA,"no",7,6,2,NA,1,0,10,4,260,120
766,"male",43,1975,"White","no","White",18,0,4,87.9,60,0,6,"liberal","yes","yes","no",3,3,NA,68.61,3,3,11,NA,240,120
767,"female",77,1941,"White","no","White",17,3,2,65.3,47,7,2,"moderate","no",NA,"no",3,4,3,NA,1,0,11,1,0,120
769,"male",36,1982,"White","no","White",12,2,3,27.2,41,3,1,"fundamentalist","yes","yes","yes",5,4,NA,69.62,3,0,11,NA,150,120
770,"male",30,1988,"White","no","White",16,0,4,87.9,60,0,6,"liberal","no","yes","no",1,2,NA,70.17,1,2,12,NA,90,120
771,"male",58,1960,"White","no","White",19,3,3,63.7,51,0,5,"none","no","no","yes",3,4,2,NA,1,4,0,0,190,120
772,"female",89,1929,"White","no","White",16,2,3,76.3,60,2,1,"moderate","no",NA,"no",6,5,3,NA,1,0,12,6,0,120
773,"male",62,1956,"White","no","White",12,0,4,23.3,25,0,6,"liberal","yes",NA,"yes",4,6,2,NA,1,1,3,7,0,90
774,"female",76,1942,"White","no","White",14,1,2,22.4,33,0,2,"moderate","no",NA,"yes",4,6,4,NA,1,0,6,6,0,90
775,"female",51,1967,"White","no","White",14,3,1,77,57,1,6,"liberal","yes","yes","no",1,1,NA,81.46,1,1,11,NA,180,120
776,"female",27,1991,"White","no","White",14,0,4,19.6,31,2,6,"liberal","no","yes","no",2,3,NA,68.95,1,4,10,NA,110,120
777,"male",73,1945,"White","no","White",14,0,1,59.1,53,0,6,"liberal","yes",NA,"yes",4,2,1,NA,1,0,8,3,0,120
778,"male",28,1990,"White","no","White",8,0,4,32,35,0,6,"liberal","no","no","yes",5,4,NA,92.38,1,0,12,NA,210,120
779,"male",34,1984,"White","no","White",16,0,1,34.7,34,0,6,"liberal","no","yes","yes",2,2,NA,77.57,1,2,12,NA,180,120
780,"female",40,1978,"White","yes","Latinx",12,6,4,45.1,40,5,1,"liberal","no","no","yes",6,4,1,NA,1,7,0,4,0,100
781,"female",35,1983,"White","yes","Latinx",16,1,1,63.7,51,3,2,"moderate","yes","no","yes",2,4,NA,81.22,2,0,8,NA,180,120
782,"male",70,1948,"White","no","White",14,0,2,38.1,39,7,1,"fundamentalist","no","no","no",6,4,2,78.41,1,0,0,2,0,120
783,"female",82,1936,"White","no","White",13,3,2,24.2,48,0,1,"moderate","no","no","yes",6,3,NA,83,3,2,8,NA,0,120
784,"female",52,1966,"White","yes","Latinx",17,4,3,24.6,36,4,2,"moderate","no",NA,"yes",1,2,2,NA,1,0,7,3,110,100
785,"male",56,1962,"White","no","White",12,1,3,42.8,38,4,1,"liberal","no","yes","yes",3,4,2,69.21,1,5,0,4,200,120
786,"female",46,1972,"White","no","White",15,0,1,23.8,25,7,1,"moderate","yes",NA,"yes",7,6,2,NA,1,1,1,1,170,120
787,"female",33,1985,"White","no","White",12,3,1,42.9,35,7,1,"moderate","no","yes","no",7,6,NA,92.96,3,3,11,NA,90,120
788,"female",23,1995,"other","no","Other",8,0,4,52,46,2,2,"moderate","no",NA,"yes",6,4,2,NA,1,0,8,5,100,120
789,"male",48,1970,"White","no","White",12,2,1,52.4,43,0,6,"liberal","yes",NA,"yes",4,4,3,NA,1,1,11,4,210,120
790,"male",55,1963,"White","no","White",14,2,3,59.9,42,0,6,"liberal","yes","yes","no",3,3,NA,70.11,1,3,12,NA,200,120
791,"female",56,1962,"White","no","White",12,0,3,20.1,48,0,1,"liberal","no",NA,"no",2,4,1,NA,1,0,3,3,0,90
792,"female",74,1944,"White","no","White",16,2,1,38.8,47,0,1,"liberal","yes","yes","no",6,1,NA,67.95,1,5,10,NA,0,110
793,"female",28,1990,"White","no","White",12,3,4,37.2,55,0,6,"liberal","no",NA,"yes",6,5,2,NA,1,0,8,1,170,120
795,"male",62,1956,"AfricanAmerican","no","AfricanAmerican",20,2,1,50.4,62,0,6,"liberal","no","yes","no",3,5,1,50.22,4,3,0,1,0,120
796,"female",74,1944,"AfricanAmerican","no","AfricanAmerican",15,2,2,32,35,2,1,"moderate","no","yes","yes",1,2,NA,93.01,1,3,12,NA,0,110
797,"female",24,1994,"other","yes","Latinx",12,1,4,60.5,61,2,2,"moderate","no","yes","no",6,3,3,NA,1,2,0,1,130,120
798,"female",29,1989,"AfricanAmerican","no","AfricanAmerican",15,0,1,21.8,35,0,6,"liberal","no",NA,"yes",1,1,3,NA,1,0,9,1,90,120
799,"female",59,1959,"White","yes","Latinx",14,3,2,59.1,38,0,2,"moderate","no","no","yes",2,3,1,70.72,2,1,0,3,170,120
800,"male",73,1945,"White","yes","Latinx",15,0,4,38.8,47,7,2,"moderate","no",NA,"yes",1,3,NA,NA,1,2,2,4,0,120
801,"male",65,1953,"other","yes","Latinx",3,6,1,37.6,36,0,6,"liberal","yes","no","no",2,5,NA,81.92,1,2,3,NA,140,110
802,"female",19,1999,"White","no","White",12,0,1,41.1,53,8,1,"fundamentalist","no","no","yes",5,4,3,NA,1,0,0,1,140,120
803,"female",22,1996,"other","yes","Latinx",12,0,4,17.5,22,3,6,"liberal","no",NA,"no",4,4,NA,NA,1,1,2,3,50,110
804,"male",40,1978,"White","no","White",16,3,1,57.3,43,1,6,"liberal","no","yes","yes",5,5,3,68.65,1,3,0,1,90,120
805,"male",48,1970,"other","yes","Latinx",7,0,1,25,35,0,6,"liberal","no",NA,"yes",2,2,3,NA,1,2,9,2,130,120
806,"male",61,1957,"AfricanAmerican","no","AfricanAmerican",12,6,1,20.9,35,0,1,"fundamentalist","no","yes","no",2,3,2,35.34,3,2,0,8,0,20
807,"female",49,1969,"White","no","White",16,3,1,69.3,53,0,6,"liberal","no",NA,"yes",3,3,1,NA,1,0,12,2,240,130
808,"male",39,1979,"other","yes","Latinx",12,3,1,37.6,31,7,2,"moderate","yes","yes","yes",3,3,NA,74.07,2,0,10,NA,190,120
809,"female",45,1973,"other","no","Other",16,6,3,34.8,24,0,6,"liberal","yes","yes","no",3,4,NA,81.23,4,0,12,NA,150,120
810,"male",60,1958,"White","no","White",13,0,4,32,35,0,6,"liberal","no","yes","yes",4,2,4,79.66,1,1,0,8,0,90
811,"male",32,1986,"White","no","White",16,0,4,85.8,73,0,6,"liberal","no","yes","no",3,3,NA,81.32,1,4,11,NA,180,120
812,"male",39,1979,"White","no","White",18,0,4,29.6,30,0,6,"liberal","no","yes","no",3,4,NA,63.79,2,4,12,NA,170,120
813,"female",52,1966,"AfricanAmerican","no","AfricanAmerican",16,3,1,57.8,47,7,1,"fundamentalist","no","yes","no",3,4,1,NA,1,1,0,1,0,120
814,"female",44,1974,"other","yes","Latinx",15,2,1,21.6,28,0,1,"fundamentalist","no","yes","yes",3,4,1,NA,1,3,0,7,120,120
815,"female",59,1959,"AfricanAmerican","no","AfricanAmerican",12,2,3,13.6,21,7,1,"fundamentalist","no","yes","no",1,6,1,NA,1,1,0,2,70,70
816,"female",46,1972,"White","no","White",12,6,3,21.8,35,7,1,"fundamentalist","no","no","no",1,2,NA,67.72,4,2,12,NA,130,110
817,"male",63,1955,"White","no","White",12,0,4,43,38,2,1,"fundamentalist","no",NA,"no",7,6,1,NA,1,5,1,2,0,90
818,"male",26,1992,"AfricanAmerican","no","AfricanAmerican",12,0,4,17.5,22,0,6,"liberal","no","no","yes",4,4,NA,69.84,1,9,0,NA,90,100
819,"male",31,1987,"other","no","Other",12,0,4,19.6,31,1,5,"none","no","yes","yes",4,3,2,NA,1,4,0,0,0,70
820,"male",19,1999,"AfricanAmerican","no","AfricanAmerican",12,0,4,32.6,50,2,1,"moderate","no","yes","yes",3,4,NA,69.84,1,9,7,NA,60,120
821,"female",40,1978,"White","yes","Latinx",18,0,4,45.3,17,7,2,"moderate","no","yes","no",4,4,4,83.61,2,0,0,2,90,120
822,"male",64,1954,"AfricanAmerican","no","AfricanAmerican",16,3,1,74.8,61,4,1,"moderate","yes","no","yes",1,4,NA,76.44,2,2,7,NA,0,120
823,"male",25,1993,"White","no","White",15,0,4,29.5,29,0,6,"liberal","yes","yes","yes",5,4,NA,71.27,3,2,12,NA,70,120
824,"male",56,1962,"White","no","White",12,4,1,25.2,28,1,2,"moderate","no","yes","yes",4,5,2,68.79,1,3,0,8,0,60
825,"female",41,1977,"White","no","White",14,2,1,60.5,61,1,6,"liberal","no","yes","yes",4,4,NA,77.33,1,3,10,NA,0,120
826,"female",54,1964,"AfricanAmerican","no","AfricanAmerican",16,2,3,80.9,61,0,6,"none","no","no","no",5,2,3,NA,1,4,0,1,200,120
827,"male",40,1978,"White","no","White",12,2,3,39.7,31,2,1,"moderate","no",NA,"no",6,5,3,NA,1,1,8,2,0,90
828,"male",64,1954,"White","yes","Latinx",16,2,1,71.8,55,2,2,"moderate","no",NA,"yes",6,4,3,NA,1,2,12,1,240,130
829,"female",56,1962,"White","no","White",16,2,3,61.4,55,4,2,"moderate","no","no","no",5,5,NA,68.78,3,1,12,NA,210,120
830,"female",71,1947,"White","no","White",12,3,2,37.6,31,3,2,"moderate","no","yes","yes",4,4,3,81.85,1,1,0,5,0,120
831,"male",50,1968,"White","no","White",16,0,1,80.7,65,0,6,"liberal","no","yes","yes",2,2,NA,81.71,1,4,12,NA,240,130
832,"male",69,1949,"White","no","White",13,3,3,61.4,46,0,2,"moderate","no","yes","no",4,3,NA,71.02,1,1,9,NA,0,120
833,"male",49,1969,"White","no","White",12,0,4,25,35,0,6,"liberal","no","no","yes",5,4,1,NA,1,1,0,4,30,120
834,"male",61,1957,"White","no","White",12,2,1,39.9,46,2,1,"fundamentalist","no","yes","yes",7,5,2,68.39,1,3,0,3,260,130
835,"female",38,1980,"White","no","White",19,0,3,36.2,43,1,1,"fundamentalist","yes","yes","no",5,4,NA,68.48,2,2,6,NA,190,120
836,"male",74,1944,"White","no","White",16,5,1,76.3,60,0,1,"liberal","no","no","yes",2,2,2,82.69,2,1,0,1,260,130
837,"female",40,1978,"White","no","White",12,4,1,61.4,46,8,1,"fundamentalist","no","no","yes",4,5,1,NA,1,0,0,2,0,110
839,"male",41,1977,"other","no","Other",14,0,3,53.6,56,1,5,"none","no","yes","yes",4,4,2,NA,1,5,0,1,190,120
840,"male",78,1940,"White","yes","Latinx",10,0,1,18.6,37,2,2,"moderate","no","yes","yes",7,7,2,89.35,1,2,0,4,200,120
841,"female",47,1971,"other","yes","Latinx",9,4,1,21.8,35,8,2,"moderate","no",NA,"no",4,6,4,NA,1,0,4,0,50,120
842,"female",50,1968,"White","no","White",14,3,4,24.1,30,0,6,"liberal","no","yes","yes",1,4,NA,69.25,4,2,7,NA,100,120
843,"female",41,1977,"White","no","White",12,3,3,32.7,38,4,6,"liberal","no","yes","yes",3,3,2,NA,1,3,0,2,130,110
844,"female",63,1955,"White","no","White",15,3,3,41.1,53,5,1,"fundamentalist","no",NA,"no",1,4,4,NA,1,2,4,2,0,100
845,"male",56,1962,"White","no","White",14,1,1,57.4,50,7,1,"moderate","yes","no","yes",7,7,NA,78.99,2,5,12,NA,200,120
846,"female",18,2000,"White","yes","Latinx",12,0,4,42.45,42,0,2,"moderate","no",NA,"yes",6,3,3,NA,1,2,7,1,0,120
847,"male",25,1993,"other","no","Other",12,3,1,20.9,35,0,5,"none","yes","yes","yes",4,4,NA,66.4,4,0,11,NA,160,120
848,"female",55,1963,"White","yes","Latinx",14,2,1,38.8,47,0,6,"liberal","no","yes","no",2,4,2,NA,1,2,0,1,180,120
849,"male",58,1960,"White","no","White",14,2,3,32,35,7,1,"liberal","yes",NA,"yes",2,4,2,NA,1,1,8,8,90,110
850,"female",39,1979,"White","yes","Latinx",14,2,1,56.9,49,3,2,"moderate","no","yes","yes",2,4,NA,68.17,1,0,10,NA,170,120
851,"female",42,1976,"other","yes","Latinx",16,3,1,47.13,45,4,1,"fundamentalist","no","no","no",5,3,2,71.87,2,2,0,3,0,120
852,"male",25,1993,"other","yes","Latinx",12,1,4,28.4,38,4,2,"moderate","no","yes","yes",4,4,NA,56.74,1,4,11,NA,180,120
853,"female",76,1942,"White","yes","Latinx",6,7,1,14.8,22,2,1,"fundamentalist","no","no","no",3,3,1,NA,1,2,0,4,0,90
854,"female",53,1965,"other","yes","Latinx",17,4,3,80.9,61,0,1,"fundamentalist","no",NA,"no",4,4,2,NA,1,0,9,2,210,120
855,"male",57,1961,"White","no","White",14,0,4,38.8,47,0,6,"liberal","no",NA,"no",1,2,2,NA,1,0,11,0,200,120
856,"female",53,1965,"White","no","White",14,3,1,68.6,50,4,2,"moderate","yes","yes","yes",6,4,NA,80.18,3,3,12,NA,190,120
857,"male",63,1955,"White","no","White",16,6,1,20.7,24,7,1,"fundamentalist","no",NA,"yes",5,6,3,NA,1,0,11,0,0,120
858,"female",62,1956,"White","no","White",16,2,1,42.9,35,1,1,"fundamentalist","yes","no","no",5,3,NA,90.3,4,2,12,NA,0,110
860,"male",70,1948,"AfricanAmerican","no","AfricanAmerican",12,0,3,77.7,59,3,1,"liberal","no","no","yes",2,3,NA,82.28,4,6,12,NA,0,120
861,"male",35,1983,"AfricanAmerican","no","AfricanAmerican",16,0,4,52,46,0,6,"liberal","no","yes","no",4,4,2,88.71,3,2,0,1,200,110
862,"female",64,1954,"White","no","White",16,2,1,84,73,1,6,"liberal","yes",NA,"no",4,3,2,NA,1,0,11,1,10,10
863,"male",32,1986,"White","yes","Latinx",13,3,1,19.7,45,0,6,"liberal","no","yes","no",4,2,NA,79.71,1,3,12,NA,0,120
864,"female",27,1991,"White","no","White",16,0,4,59.4,65,7,6,"liberal","yes","no","no",7,6,NA,86.69,5,5,12,NA,120,120
865,"male",67,1951,"AfricanAmerican","no","AfricanAmerican",12,4,1,13.6,33,7,1,"fundamentalist","no","no","yes",7,6,1,80.79,1,4,0,2,180,120
866,"female",27,1991,"White","no","White",12,1,1,28.7,51,0,2,"moderate","yes",NA,"yes",5,4,3,NA,1,0,8,4,20,120
867,"male",31,1987,"White","no","White",15,0,4,19.7,45,0,6,"liberal","no","yes","no",4,6,NA,49.92,1,0,12,NA,20,20
868,"female",79,1939,"White","no","White",13,2,1,84.2,64,7,1,"moderate","yes","no","no",7,6,NA,79.48,3,6,12,NA,0,120
869,"female",41,1977,"White","no","White",20,2,3,75.5,59,3,5,"none","no","yes","yes",4,4,1,NA,1,1,0,3,200,120
870,"female",29,1989,"White","no","White",15,2,1,41.1,53,0,1,"moderate","no",NA,"yes",2,4,1,NA,1,1,11,3,100,120
871,"female",42,1976,"AfricanAmerican","no","AfricanAmerican",8,6,4,23.3,25,0,6,"liberal","no","yes","no",4,4,NA,69.31,1,0,10,NA,0,10
872,"female",89,1929,"White","no","White",12,2,2,38.8,47,0,6,"liberal","no","no","yes",3,4,3,68.33,1,1,0,5,0,90
873,"female",52,1966,"White","no","White",16,4,1,26.1,48,3,1,"moderate","no",NA,"yes",7,4,2,NA,1,2,10,2,100,120
874,"male",78,1940,"White","no","White",16,3,1,43,38,0,6,"liberal","no",NA,"yes",3,1,3,NA,1,0,10,4,0,120
875,"male",77,1941,"White","no","White",12,6,1,59.1,53,6,5,"none","yes","yes","yes",7,6,NA,81.63,2,3,12,NA,110,120
876,"female",42,1976,"White","no","White",16,0,3,75.7,63,2,6,"liberal","no","yes","yes",1,3,3,NA,1,4,0,0,240,130
877,"male",45,1973,"White","no","White",16,2,1,76.3,60,8,1,"moderate","no",NA,"yes",7,6,1,NA,1,3,3,2,200,120
878,"female",64,1954,"White","no","White",16,1,1,71.4,62,0,6,"liberal","no","no","no",4,4,3,NA,1,3,0,1,100,120
879,"female",83,1935,"White","no","White",12,1,3,39.7,31,0,6,"liberal","no","yes","no",4,1,4,89.57,1,0,0,0,0,90
880,"female",49,1969,"White","no","White",17,0,1,67.8,52,3,2,"moderate","yes",NA,"no",1,2,3,NA,1,0,11,1,200,120
881,"female",31,1987,"White","no","White",17,2,1,61.9,51,2,1,"moderate","no","no","yes",6,5,3,78.8,2,4,0,3,180,120
882,"female",42,1976,"White","no","White",16,2,1,89.4,61,8,1,"fundamentalist","no","no","no",6,5,2,NA,1,4,0,1,130,120
883,"female",25,1993,"White","no","White",14,1,4,26.8,35,5,1,"moderate","no",NA,"no",4,2,2,NA,1,2,8,0,0,110
884,"male",47,1971,"White","no","White",16,4,1,51.7,31,7,1,"fundamentalist","no","no","yes",6,6,2,NA,1,2,0,2,160,120
885,"female",48,1970,"White","no","White",16,3,1,84.2,64,2,2,"moderate","yes",NA,"yes",5,4,3,NA,1,1,9,2,200,120
886,"female",53,1965,"White","no","White",12,3,2,24.2,48,0,1,"moderate","yes","no","yes",6,4,NA,54.95,3,0,12,NA,130,110
887,"male",57,1961,"White","no","White",18,2,3,84,73,2,1,"fundamentalist","no","yes","yes",2,3,2,71.24,2,8,0,2,180,120
888,"female",84,1934,"White","no","White",12,2,2,56.9,49,7,1,"fundamentalist","no",NA,"no",4,5,2,NA,1,0,0,1,0,110
889,"female",83,1935,"White","no","White",14,0,2,20.8,39,7,1,"liberal","no","no","yes",2,4,NA,92.06,3,7,12,NA,0,90
890,"female",68,1950,"White","no","White",16,1,2,50,45,2,1,"liberal","no","yes","yes",3,4,2,70.13,3,3,0,4,140,120
891,"male",64,1954,"White","no","White",12,0,4,27,38,1,1,"fundamentalist","no","yes","yes",6,3,NA,70.6,1,3,12,NA,0,100
892,"female",63,1955,"White","no","White",16,0,3,76.7,56,5,6,"none","no",NA,"no",1,2,4,NA,1,5,12,4,160,120
893,"female",70,1948,"White","no","White",12,3,2,54.6,41,3,2,"moderate","no","yes","yes",2,4,NA,30.87,1,4,9,NA,0,90
894,"male",21,1997,"AfricanAmerican","no","AfricanAmerican",15,0,4,35.83,38,7,1,"moderate","no","yes","no",3,3,NA,62.18,4,1,8,NA,0,120
895,"male",29,1989,"AfricanAmerican","no","AfricanAmerican",12,0,4,23.8,25,0,6,"liberal","no","no","no",4,4,3,69.61,1,0,0,5,120,120
896,"male",56,1962,"AfricanAmerican","no","AfricanAmerican",13,2,3,32,35,0,6,"liberal","no",NA,"no",3,4,2,NA,1,0,6,2,200,120
897,"male",27,1991,"AfricanAmerican","no","AfricanAmerican",16,0,4,57.4,50,3,1,"fundamentalist","no",NA,"no",2,4,2,NA,1,0,11,1,150,120
898,"female",53,1965,"White","no","White",12,1,1,34.1,35,0,2,"moderate","no","yes","yes",3,6,NA,77.83,1,1,6,NA,0,110
899,"male",68,1950,"White","no","White",12,2,1,48.3,38,0,1,"moderate","no","yes","yes",4,4,2,48.33,2,0,0,6,0,110
900,"male",44,1974,"White","no","White",12,2,3,26.8,35,0,2,"moderate","no",NA,"yes",3,5,3,NA,1,1,12,0,220,120
901,"female",68,1950,"White","no","White",11,2,1,37.2,55,2,2,"moderate","yes","no","no",1,4,NA,76,1,1,3,NA,0,120
902,"male",39,1979,"White","no","White",12,2,4,30.9,24,0,2,"moderate","no","yes","yes",2,4,3,61.06,1,1,0,2,190,120
903,"male",57,1961,"White","no","White",12,0,3,26.8,35,2,1,"liberal","no","yes","yes",6,4,NA,30.43,1,1,1,NA,160,120
904,"male",25,1993,"AfricanAmerican","no","AfricanAmerican",12,0,4,17.1,24,5,1,"fundamentalist","no","yes","no",4,7,2,88.96,1,0,0,3,160,120
905,"female",42,1976,"AfricanAmerican","no","AfricanAmerican",13,3,4,39.7,31,6,6,"liberal","no",NA,"no",4,6,3,NA,1,3,11,2,30,90
906,"male",25,1993,"AfricanAmerican","no","AfricanAmerican",13,0,4,35.14,38,0,6,"liberal","no","yes","no",4,4,NA,52.67,1,0,5,NA,0,10
907,"female",19,1999,"AfricanAmerican","no","AfricanAmerican",12,0,4,14,21,8,6,"liberal","no","yes","yes",4,2,2,NA,1,5,0,4,20,50
908,"female",66,1952,"AfricanAmerican","no","AfricanAmerican",12,4,4,14,21,6,6,"none","yes",NA,"yes",4,7,1,NA,1,0,11,6,0,90
909,"male",74,1944,"AfricanAmerican","no","AfricanAmerican",14,2,3,69.3,53,0,1,"fundamentalist","yes",NA,"no",4,4,4,NA,1,1,12,3,0,120
